StateName,DistrictName,BlockName,GramPanchayatName,IHHLTotalAsPerDetails,IHHLTotalAch,Date
Gujarat,JUNAGADH,VISAVADAR,JAMBUDI,204,204,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,JAVALDI,133,133,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,JETALVAD,110,110,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,JHANJHESAR,64,64,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,KALAVAD,145,145,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,KALSARI,670,670,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,KANAVADLA,61,61,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,KANKCHIYALA,172,172,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,"KHAMBHA GIR",163,163,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,KHAMBHALIYA,64,64,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,KHIJADIYA,178,178,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,"KOTDA MOTA",613,613,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,"KOTDA NANA",292,292,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,KUBA(RAVANI),142,142,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,LALPUR,444,444,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,LERIYA,397,397,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,LILIYA,208,208,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,LIMADHRA,84,84,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,MAHUDA,49,49,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,MAHUDI,27,27,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,MANANDIYA,60,60,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,MANDAVAD,109,109,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,"MANGANATH PIPLI",104,104,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,"MIYA VADLA",131,131,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,MONIYA,199,199,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,"MONPARI MOTI",258,258,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,"MONPARI NANI",158,158,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,NAVANIYA,104,104,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,"PINDAKHAI MOTI",15,15,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,"PINDAKHAI NANI",92,92,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,"PIPALIYA HAJANI",95,95,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,PIRVAD,125,125,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,"PIYAVA GIR",194,194,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,PREMPARA,163,163,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,RABARIKA,46,46,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,RAJPARA,75,75,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,RATANG,129,129,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,"RAVANI (KUBA)",314,314,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,"RAVANI MUNDIYA",220,220,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,RUPAVATI,60,60,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,SARSAI,552,552,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,SHIRVANIYA,2,2,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,"SHOBHAVADLA GIR",208,208,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,"SHOBHAVADLA LASHKAR",148,148,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,SUKHPUR,137,137,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,"VADALA SHETRANJ",128,128,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,VAJDI,30,30,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,VEKARIYA,137,137,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,VICHHAVAD,3,3,"2/2/2019 12:00:00 AM"
Gujarat,JUNAGADH,VISAVADAR,VIRPUR,102,102,"2/2/2019 12:00:00 AM"
